고유번호,화학물질의 명칭,CAS
2018-1-818,"트리페닐술포늄과 1,2,2,3,3,4,4,4-노나플루오로-1-부탄술폰산의 염(1:1) [Triphenyl sulfonium salt with 1,1,2,2,3,3,4,4,4-nonafluoro-1-butanesulfonic acid (1:1); 144317-44-2] 및 이를 25% 이상 함유한 혼합물",144317-44-2
2018-1-819,p-톨루엔술포닐히드라지드[p-Toluenesulfonylhydrazide; 1576-35-8] 및 이를 25% 이상 함유한 혼합물,1576-35-8
2018-1-820,"1-헥실-4-메틸피리디늄과 1,1,1-트리플루오로-N-[(트리플루오로메틸)술포닐]메탄술폰아미드의 염 (1:1)[1-Hexyl-4-methylpyridinium salt with 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide (1:1); 870296-13-2] 및 이를 25% 이상 함유한 혼합물",870296-13-2
2018-1-821,"[4-(1,1-디메틸에틸)페닐]디페닐술포늄과 1,1,2,2,3,3,4,4,4-노나플루오로-1-부탄술폰산의 염 (1:1)[[4-(1,1-Dimethylethyl)phenyl]diphenylsulfonium salt with 1,1,2,2,3,3,4,4,4-nonafluoro-1-butanesulfonic acid (1:1); 258872-05-8] 및 이를 25% 이상 함유한 혼합물",258872-05-8
2018-1-822,"트리페닐술포늄과 α,α-디플루오로비사이클로[2.2.1]헵탄-2-에탄술폰산의 염 (1:1)[Triphenylsulfonium salt with α,α-difluorobicyclo[2.2.1]heptane-2-ethanesulfonic acid (1:1); 757235-57-7] 및 이를 25% 이상 함유한 혼합물",757235-57-7
2018-1-823,2-프로펜산 2-이소시아나토에틸[2-Isocyanatoethyl 2-propenoate; 13641-96-8] 및 이를 25% 이상 함유한 혼합물,13641-96-8
2018-1-824,"올레산과 (Z)-N-9-옥타데센일-1,3-프로판디아민의 화합물 (2:1)[Oleic acid compound with (Z)-N-octadec-9-enylpropane-1,3-diamine (2:1); 34140-91-5] 및 이를 25% 이상 함유한 혼합물",34140-91-5
2018-1-825,"rel-1,3,5-트리스[(2R)-2-옥시란일메틸]-1,3,5-트리아진-2,4,6(1H,3H,5H)-트리온[rel-1,3,5-Tris[(2R)-2-oxiranylmethyl]-1,3,5-triazine-2,4,6(1H,3H,5H)-trione; 59653-74-6] 및 이를 0.1% 이상 함유한 혼합물",59653-74-6
2018-1-826,"메탄술폰산 O-메틸하이드록실아민 (1:1) [O-Methylhydroxylamine, methanesulfonate (1:1); 951627-45-5] 및 이를 25% 이상 함유한 혼합물",951627-45-5
2018-1-827,히드라진카르복시산 메틸[Methyl hydrazinecarboxylate; 6294-89-9] 및 이를 25% 이상 함유한 혼합물,6294-89-9
2018-1-828,디페닐포스포릴 아자이드[Diphenylphosphoryl azide; 26386-88-9] 및 이를 25% 이상 함유한 혼합물,26386-88-9
2018-1-829,"2,2-디메틸-3-(1-프로펜-1-일)사이클로프로판카복실산 [2,3,5,6-테트라플루오로-4-(메톡시메틸)페닐]메틸[[2,3,5,6-Tetrafluoro-4-(methoxymethyl)phenyl]methyl 2,2-dimethyl-3-(1-propen-1-yl)cyclopropanecarboxylate; 240494-70-6] 및 이를 1% 이상 함유한 혼합물",240494-70-6
2018-1-830,"2,2-디브로모아세토니트릴[2,2-Dibromoacetonitrile; 3252-43-5] 및 이를 25% 이상 함유한 혼합물",3252-43-5
2018-1-831,"N-메틸-1,3-사이클로펜타디엔-1-에탄아민[N-Methyl-1,3-cyclopentadiene-1-ethanamine; 195384-27-1] 및 이를 25% 이상 함유한 혼합물",195384-27-1
2018-1-832,포스포로디플루오르산 에틸렌[Ethylene phosphorodifluoridite; 3965-00-2] 및 이를 25% 이상 함유한 혼합물,3965-00-2
2018-1-833,"N,N-디메틸-N-[3-(트리하이드록시실일)프로필]-1-옥타데칸아미늄, 클로라이드 (1:1) [N,N-Dimethyl-N-[3-(trihydroxysilyl)propyl]-1-octadecanaminium, chloride (1:1); 199111-50-7] 및 이를 25% 이상 함유한 혼합물",199111-50-7
2018-1-834,3-메틸-1-트리데신-3-올[3-Methyl-1-tridecyn-3-ol; 100912-15-0] 및 이를 2.5% 이상 함유한 혼합물,100912-15-0
2018-1-835,"2-메틸-1,4-나프탈렌디온[2-Methyl-1,4-naphthalenedione; 58-27-5] 및 이를 25% 이상 함유한 혼합물",58-27-5
2018-1-836,"5-히드록시-1,3-벤젠디카복실산 메틸트리페닐포스포늄 (1:1)[Methyltriphenylphosphonium, 5-hydroxy-1,3-benzenedicarboxylate (1:1); 1644433-00-0] 및 이를 25% 이상 함유한 혼합물",1644433-00-0
2018-1-837,(T-4)-[3-(디메틸아미노-kN)프로필-kC]디메틸인듐[(T-4)-[3-(Dimethylamino-kN)propyl-kC]dimethylindium; 120441-92-1] 및 이를 25% 이상 함유한 혼합물,120441-92-1
2018-1-838,"2,3-디브로모프로판 산[2,3-Dibromopropanoic acid; 600-05-5] 및 이를 25% 이상 함유한 혼합물",600-05-5
2018-1-839,"트리페닐술포늄과 1-[3-에틸-3-옥세타닐)메틸]2,2-디플루오로-2-술포아세테이트의 염 (1:1)[Triphenylsulfonium salt with 1-[(3-ethyl-3-oxetanyl)methyl] 2,2-difluoro-2-sulfoacetate (1:1); 1328506-26-8] 및 이를 25% 이상 함유한 혼합물",1328506-26-8
2018-1-840,"N-(2-아미노에틸)-1,2-에탄다이아민과 글리시딜 톨릴 에테르의 반응생성물[N-(2-Aminoethyl)-1,2-ethanediamine reaction products with glycidyl tolyl ether; 84144-79-6] 및 이를 25% 이상 함유한 혼합물",84144-79-6
2018-1-841,"(3S,6E)-3,7,11-트리메틸-6,10-도데카디엔알[(3S,6E)-3,7,11-Trimethyl-6,10-dodecadienal; 194934-66-2] 및 이를 25% 이상 함유한 혼합물",194934-66-2
2018-1-842,B-4-디벤조푸라닐붕산[B-4-Dibenzofuranylboronic acid; 100124-06-9] 및 이를 25% 이상 함유한 혼합물,100124-06-9
2018-1-843,"트리부틸도데실포스포늄과 1,1,1-트리플루오로-N-[(트리플루오로메틸)술포닐]메탄술폰아미드의 염 (1:1)[Tributyldodecylphosphonium salt with 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide (1:1); 1002754-39-3] 및 이를 25% 이상 함유한 혼합물",1002754-39-3
2018-1-844,테트라에테닐실란[Tetraethenylsilane; 1112-55-6] 및 이를 25% 이상 함유한 혼합물,1112-55-6
2018-1-845,옥타노일 클로라이드[Octanoyl chloride; 111-64-8] 및 이를 1% 이상 함유한 혼합물,111-64-8
2018-1-846,2-메틸-2-프로펜산 2-(디메틸아미노)에틸 중합체와 1-브로모테트라데칸 화합물[2-(Dimethylamino)ethyl 2-methyl-2-propenoate homopolymer compd. with 1-bromotetradecane; 1306617-58-2] 및 이를 1% 이상 함유한 혼합물,1306617-58-2
2018-1-847,"N,N-비스(2-히드록시프로필) 탈로우 아미드[Amides, tallow, N,N-bis(2-hydroxypropyl); 1454803-04-3] 및 이를 25% 이상 함유한 혼합물",1454803-04-3
2018-1-848,B-(4-클로로-1-나프탈렌)붕산[B-(4-Chloro-1-naphthalenyl)boronic acid; 147102-97-4] 및 이를 1% 이상 함유한 혼합물,147102-97-4
2018-1-849,"프로폭실화 N-(히드록시에틸) 코코 아미드[Amides, coco, N-(hydroxyethyl), propoxylated; 201363-52-2] 및 이를 25% 이상 함유한 혼합물",201363-52-2
2018-1-850,"N-카르복시메틸-N,N-디메틸-3-[[(9Z)-1-옥소-9-옥타데세닐]아미노]-프로판 아미늄 [N-(Carboxymethyl)-N,N-dimethyl-3-[[(9Z)-1-oxo-9-octadecenyl]amino]-1-propanaminium, inner salt; 25054-76-6] 및 이를 25% 이상 함유한 혼합물",25054-76-6
2018-1-851,"인산 이부틸, 아연 (2:1)[Dibutyl phosphorate, zinc salt (2:1); 25081-70-3] 및 이를 25% 이상 함유한 혼합물",25081-70-3
2018-1-852,2-나프탈렌붕산[2-Naphthaleneboronic acid; 32316-92-0] 및 이를 25% 이상 함유한 혼합물,32316-92-0
2018-1-853,니켈 디포메이트[Nickel diformate; 3349-06-2] 및 이를 0.1% 이상 함유한 혼합물,3349-06-2
2018-1-854,B-9-페난트레닐붕산[B-9-Phenanthrenylboronic acid; 68572-87-2] 및 이를 25% 이상 함유한 혼합물,68572-87-2
2018-1-855,"텅스텐산 비스(알킬(C=11~14) 가지형 및 선형)아민[Amines, bis(alkyl(C=11~14)-branched and linear), tungstates; 1159919-46-6] 및 이를 1% 이상 함유한 혼합물",1159919-46-6
2018-1-856,"트리플루오로트리스(1,1,2,2,2-펜타플루오로에틸)인산(1-), [4-[(4-아세틸페닐)티오]페닐]디페닐설포늄 (1:1)[[4-[(4-Acetylphenyl)thio]phenyl]diphenylsulfonium, trifluorotris(1,1,2,2,2-pentafluoroethyl)phosphate(1-) (1:1); 1424752-15-7] 및 이를 25% 이상 함유한 혼합물",1424752-15-7
2018-1-857,"(2E,4E)-N-(2-메틸프로필)-2,4-(데카디엔아마이드)[(2E,4E)-N-(2-Methylpropyl)-2,4-decadienamide; 18836-52-7] 및 이를 25% 이상 함유한 혼합물",18836-52-7
2018-1-858,"N-트리사이클로[3.3.1.13,7]데실술팜산, [4-(1,1-디메틸에틸)페닐]디페닐술포늄 (1:1)[[4-(1,1-Dimethylethyl)phenyl]diphenylsulfonium, N-tricyclo[3.3.1.13,7]dec-1-ylsulfamate (1:1); 2043356-12-1] 및 이를 25% 이상 함유한 혼합물",2043356-12-1
2018-1-859,2-메톡시-4-(2-설페이토에틸설포닐)아닐린[2-Methoxy-4-(2-sulfatoethylsulfonyl)aniline; 26672-22-0] 및 이를 5% 이상 함유한 혼합물,26672-22-0
2018-1-860,"α,α,6,6-테트라메틸비사이클로[3.1.1]헵-2-텐-2-프로판알[α,α,6,6-Tetramethylbicyclo[3.1.1]hept-2-ene-2-propanal; 33885-52-8] 및 이를 25% 이상 함유한 혼합물",33885-52-8
2018-1-861,"4-(디메틸아미노)-α,α-비스[4-(디메틸아미노)페닐]벤젠메탄올[4-(Dimethylamino)-α,α-bis[4-(dimethylamino)phenyl]benzenemethanol; 467-63-0] 및 이를 1% 이상 함유한 혼합물",467-63-0
2018-1-862,"2-부텐산 (2E)-3,7-디메틸-2,6-옥타디엔-1-일[(2E)-3,7-Dimethyl-2,6-octadien-1-yl 2-butenoate; 56172-46-4] 및 이를 25% 이상 함유한 혼합물",56172-46-4
2018-1-863,2-하이드라진일벤조티아졸[2-Hydrazinylbenzothiazole; 615-21-4] 및 이를 25% 이상 함유한 혼합물,615-21-4
2018-1-864,"4,4'-[[2,2,2-트리플루오로-1-(트리플루오로메틸)에틸리덴]비스(4,1-페닐렌옥시)]비스벤젠아민[4,4'-[[2,2,2-Trifluoro-1-(trifluoromethyl)ethylidene]bis(4,1-phenyleneoxy)]bisbenzenamine; 69563-88-8] 및 이를 25% 이상 함유한 혼합물",69563-88-8
2018-1-865,"N-메틸-2,4-시클로펜타디엔-1-에탄아민[N-Methyl-2,4-cyclopentadiene-1-ethanamine; 857023-53-1] 및 이를 25% 이상 함유한 혼합물",857023-53-1
2018-1-866,트리스(4-메틸페닐)술포늄과 1-헥산술폰산의 염 (1:1)[Tris(4-methylphenyl)sulfonium salt with 1-hexanesulfonate (1:1); 부여되지 않음] 및 이를 25% 이상 함유한 혼합물,#N/A
2018-1-867,"N,N',N'',N'''-테트라(N-(N-[2-((2-[(2-아미노에틸)아미노]에틸)아미노)에틸]카밤이미도일)카밤이미도일)트리에틸렌테트라아민[N,N',N'',N'''-Tetra(N-(N-[2-((2-[(2-aminoethyl)amino]ethyl)amino)ethyl]carbamimidoyl)carbamimidoyl)triethylenetetraamine; 부여되지 않음] 및 이를 25% 이상 함유한 혼합물",#N/A
2018-1-868,"2-아미노-5-히드록시-1,7-나프탈렌디술폰산[2-Amino-5-hydroxy-1,7-naphthalenedisulphonic acid; 6535-70-2] 및 이를 5% 이상 함유한 혼합물",6535-70-2
2018-1-869,"N,​N-디에틸-​3-​메틸-​4-​[2-​(5-​니트로-​2-​티아졸릴)​디아제닐]벤젠아민[N,​N-Diethyl-​3-​methyl-​4-​[2-​(5-​nitro-​2-​thiazolyl)​diazenyl]benzenamine; 70693-64-0] 및 이를 2.5% 이상 함유한 혼합물",70693-64-0
2018-1-870,"N2-(4-아미노페닐)-2,5-피리딘디아민[N2-(4-Aminophenyl)-2,5-pyridinediamine; 116735-74-1] 및 이를 25% 이상 함유한 혼합물",116735-74-1
2018-1-871,2-프로핀-1-일 2-메틸-2-프로펜산[2-Propyn-1-yl 2-methyl-2-propenoate; 13861-22-8] 및 이를 25% 이상 함유한 혼합물,13861-22-8
2018-1-872,"폴리에틸렌폴리아민, N-[3-(알킬(C=12~14)옥시)-2-히드록시프로필] 유도체 [Polyethylenepolyamines, N-[3-(alkyl(C=12~14)oxy)-2-hydroxypropyl] derivs.; 1588442-20-9] 및 이를 25% 이상 함유한 혼합물",1588442-20-9
2018-1-873,(2E)-2-데세날[(2E)-2-Decenal; 3913-81-3] 및 이를 25% 이상 함유한 혼합물,3913-81-3
2018-1-874,"α,α-디클로로벤젠아세트산 에틸[Ethyl α,α-dichlorobenzeneacetate; 5317-66-8] 및 이를 25% 이상 함유한 혼합물",5317-66-8
2018-1-875,클로로메틸 헥실 시아노카본이미도디티오에이트[Chloromethyl hexyl cyanocarbonimidodithioate; 852023-54-2] 및 이를 1% 이상 함유한 혼합물,852023-54-2
2018-1-876,"1,1,1-트리플루오로메탄술폰산 비스(1,1-디메틸에틸)[[(트리플루오로메틸)술포닐]옥시]실릴[Bis(1,1-dimethylethyl)[[(trifluoromethyl)sulfonyl]oxy]silyl 1,1,1-trifluoromethanesulfonate; 85272-31-7] 및 이를 5% 이상 함유한 혼합물",85272-31-7
2018-1-877,"3a,4,5,6,7,7a-헥사히드로-4,7-메타노-1H-인덴-5-일 아이소부티레이트와 3a,4,5,6,7,7a-헥사히드로-4,7-메타노-1H-인덴-6-일 아이소부티레이트의 혼합물[Mixture of 3a,4,5,6,7,7a-hexahydro-4,7-methano-1H-inden-5-yl isobutyrate(67634-20-2) and 3a,4,5,6,7,7a-hexahydro-4,7-methano-1H-inden-6-yl isobutyrate(68039-39-4); 부여되지 않음] 및 이를 25% 이상 함유한 혼합물",67634-20-2
,"3a,4,5,6,7,7a-hexahydro-4,7-methano-1H-inden-6-yl isobutyrate(68039-39-4); 부여되지 않음] 및 이를 25% 이상 함유한 혼합물",68039-39-4
2019-1-878,"(Z)-9-옥타데센산과 디에틸렌트리아민(고리화), 디-에틸 황산의 반응생성물(4차)[(Z)-9-Octadecenoic acid reaction products with diethylenetriamine, cyclized, di-Et sulfate-quaternized; 68511-92-2] 및 이를 25%이상 함유한 혼합물",68511-92-2
2019-1-879,5-클로로-4-(4-메틸페닐)-1H-이미다졸-2-카보니트릴[5-Chloro-4-(4-methylphenyl)-1H-imidazole-2-carbonitrile; 120118-14-1] 및 이를 25% 이상 함유한 혼합물,120118-14-1
2019-1-880,2-벤질-2-디메틸아미노-1-(4-모폴리노-페닐)-1-부타논[2-Benzyl-2-dimethylamino-1-(4-morpholino-phenyl)-1-butanone; 119313-12-1] 및 이를 0.3% 이상 함유한 혼합물,119313-12-1
2019-1-881,4-비페닐메탄올[4-Biphenylmethanol; 3597-91-9] 및 이를 25% 이상 함유한 혼합물,3597-91-9
2019-1-882,"트리데실아민(가지형 및 선형)[Tridecylamine, branched and linear; 86089-17-0] 및 이를 2.5% 이상 함유한 혼합물",86089-17-0
2019-1-883,2-클로로-N-(시아노-2-티에닐메틸)-아세트아미드[2-Chloro-N-(cyano-2-thienylmethyl)-acetamide; 263137-41-3] 및 이를 25% 이상 함유한 혼합물,263137-41-3
2019-1-884,디에틸포스핀산 아연[Zinc diethylphosphinate; 284685-45-6] 및 이를 25% 이상 함유한 혼합물,284685-45-6
2019-1-885,"4,4'-[2,2,2-트리플루오로-1-(트리플루오로메틸)에틸리덴]비스페놀과 벤젠, 염소, 염화 황의 반응생성물[4,4'-[2,2,2-Trifluoro-1-(trifluoromethyl)ethylidene]bisphenol reaction products with benzene, chlorine and sulfur chloride (S2Cl2); 921213-47-0] 및 이를 2.5% 이상 함유한 혼합물",921213-47-0
2019-1-886,"N-메틸-N,N-디옥틸-1-옥탄아미늄과 1,1,1-트리플루오로-N-[(트리플루오로메틸)술포닐]메탄술폰아미드의 염(1:1)[N-Methyl-N,N-dioctyl-1-octanaminium salt with 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide (1:1); 375395-33-8] 및 이를 25% 이상 함유한 혼합물",375395-33-8
2019-1-887,"인산과 은(1+), 나트륨, 지르코늄(4+)의 염[Phosphoric acid, silver(1+) sodium zirconium(4+) salt; 265647-11-8] 및 이를 2.5% 이상 함유한 혼합물",265647-11-8
2019-1-888,"1-4-[[4-(2-히드록시에톡시)페닐]티오]페닐]-1,2-프로판디온 2-(O-아세틸옥심)[1-4-[[4-(2-Hydroxyethoxy)phenyl]thio]phenyl]-1,2-propanedione 2-(O-acetyloxime); 1239647-75-6] 및 이를 25% 이상 함유한 혼합물",1239647-75-6
2019-1-889,"2,2'-이미노비스에탄올 N-탈로우 알킬 유도체, N-산화[2,2'-Iminobisethanol, N-tallow alkyl derivs., N-oxides; 61791-46-6] 및 이를 25% 이상 함유한 혼합물",61791-46-6
2019-1-890,도데칸니트릴[Dodecanenitrile; 2437-25-4] 및 이를 2.5% 이상 함유한 혼합물,2437-25-4
2019-1-891,1-(3-메틸-2-벤조퍼릴)에탄-1-온[1-(3-Methyl-2-benzofuryl)ethan-1-one; 23911-56-0] 및 이를 25% 이상 함유한 혼합물,23911-56-0
2019-1-892,헥사플루오로안티몬산 디페닐(4-페닐티오페닐)술포늄[Diphenyl(4-phenylthiophenyl)sulfonium hexafluoroantimonate; 71449-78-0] 및 이를 25% 이상 함유한 혼합물,71449-78-0
2019-1-893,"헥사플루오로인산 1-옥틸피리디늄(1:1)[1-Octylpyridinium, hexafluorophosphate(1-) (1:1); 384347-07-3] 및 이를 25% 이상 함유한 혼합물",384347-07-3
2019-1-894,2-[2-(4-메틸-3-시클로헥센-1-일)프로필]시클로펜탄온[2-[2-(4-Methyl-3-cyclohexen-1-yl)propyl] cyclopentanone; 95962-14-4] 및 이를 25% 이상 함유한 혼합물,95962-14-4
2019-1-895,3-브로모-1-프로펜[3-Bromo-1-propene; 106-95-6] 및 이를 2.5% 이상 함유한 혼합물,106-95-6
2019-1-896,"1,3,2-디옥사티안 2,2-디옥사이드[1,3,2-Dioxathiane 2,2-dioxide; 1073-05-8] 및 이를 25% 이상 함유한 혼합물",1073-05-8
2019-1-897,"노발루론[Novaluron : N-[[[3-Chloro-4-[1,1,2-trifluoro-2-(trifluoromethoxy)ethoxy]phenyl]amino]carbonyl]-2,6-difluorobenzamide; 116714-46-6] 및 이를 1% 이상 함유한 혼합물",116714-46-6
2019-1-898,피롤리딘[Pyrrolidine; 123-75-1] 및 이를 5% 이상 함유한 혼합물,123-75-1
2019-1-899,"[(1,2,3,4,5-η)-N-메틸-2,4-사이클로펜타디엔-1-에탄아미나토(2-)-κN]비스(N-메틸메탄아미나토)지르코늄[[(1,2,3,4,5-η)-N-Methyl-2,4-cyclopentadiene-1-ethanaminato(2-)-κN]bis(N-methylmethanaminato)zirconium; 1400865-07-7] 및 이를 5% 이상 함유한 혼합물",1400865-07-7
2019-1-900,(4Z)-4-사이클로펜타데센-1-온[(4Z)-4-Cyclopentadecen-1-one; 14595-54-1] 및 이를 25% 이상 함유한 혼합물,14595-54-1
2019-1-901,"불포화지방산(C=18) 이합체와 알킬(C=12~18)아민 화합물[Fatty acids, (C=18)-unsatd., dimers compds. with alkyl(C=12~18) amines; 1488380-58-0] 및 이를 25% 이상 함유한 혼합물",1488380-58-0
2019-1-902,"2,2-비스(히드록시메틸)-1,3-프로판디올 3-메르캅토프로필 에테르[2,2-Bis(hydroxmethyl)-1,3-propanediol 3-mercaptopropyl ethers; 1966153-30-9] 및 이를 25% 이상 함유한 혼합물",1966153-30-9
2019-1-903,"3-메톡시-7,7-디메틸-10-메틸렌바이사이클로[4.3.1]데칸[3-Methoxy-7,7-dimethyl-10-methylenebicyclo[4.3.1]decane; 216970-21-7] 및 이를 25% 이상 함유한 혼합물",216970-21-7
2019-1-904,"6,6-디메틸바이사이클로[3.1.1]헵-2-텐-2-프로판알[6,6-Dimethylbicyclo[3.1.1]hept-2-ene-2-propanal; 33885-51-7] 및 이를 25% 이상 함유한 혼합물",33885-51-7
2019-1-905,2-데세날[2-Decenal; 3913-71-1] 및 이를 25% 이상 함유한 혼합물,3913-71-1
2019-1-906,"3-데실-1-메틸-1H-이미다졸리움과 1,1,1-트리플루오로-N-[(트리플루오로메틸)술포닐]메탄술폰아미드의 염(1:1)[3-Decyl-1-methyl-1H-imidazolium salt with 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide (1:1); 433337-23-6] 및 이를 25% 이상 함유한 혼합물",433337-23-6
2019-1-907,3-페닐-2-프로펜니트릴[3-Phenyl-2-propenenitrile; 4360-47-8] 및 이를 25% 이상 함유한 혼합물,4360-47-8
2019-1-908,"(4-메틸페닐)디페닐술포늄과 1,1,1-트리플루오로-N-[(트리플루오로메틸)술포닐]메탄술폰아미드의 염(1:1)[(4-Methylphenyl)diphenylsulfonium salt with 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide (1:1); 460731-19-5] 및 이를 25% 이상 함유한 혼합물",460731-19-5
2019-1-909,[2-(사이클로헥실옥시)에틸]벤젠[[2-(Cyclohexyloxy)ethyl]benzene; 80858-47-5] 및 이를 25% 이상 함유한 혼합물,80858-47-5
2019-1-910,"염화 알킬(C=12~14)[(에틸페닐)메틸]디메틸 암모늄[Quaternary ammonium compounds, alkyl(C=12~14)[(ethylphenyl)methyl]dimethyl, chlorides; 85409-23-0] 및 이를 1% 이상 함유한 혼합물",85409-23-0
2019-1-911,"폼산 탈륨 염(1:1)[Formic acid, thallium(1+) salt (1:1); 992-98-3] 및 이를 1% 이상 함유한 혼합물",992-98-3
2019-1-912,"에테닐벤젠, 2,5-퓨란디온과 1,1'-(1,1-디메틸-3-메틸렌-1,3-프로판디일)비스벤젠의 공중합체, 메틸옥시란과 옥시란 중합체의 2-아미노프로필 메틸 에테르 및 N,N-디메틸-1,3-프로판디아민, 옥시란, 모노[알킬(C=10~16)옥시메틸]유도체와 벤조산 화합물(4차)의 반응생성물[Ethenylbenzene copolymer with 2,5-furandione and 1,1'-(1,1-dimethyl-3-methylene-1,3-propanediyl)bisbenzene reaction products with methyloxirane polymer with oxirane, 2-aminopropyl methyl ether and N,N-dimethyl-1,3-propanediamine, oxirane, mono[alkyl(C=10~16)oxymethyl] derivs. quaternised, compound with benzoic acid; 부여되지 않음] 및 이를 25% 이상 함유한 혼합물",#N/A
2019-1-913,"2-프로판산 1,1',1''-(1,2,3-프로판트리일), 2-프로판산 1,1'-[1-(히드록시메틸)-1,2-에탄디일]과 2-프로판산 1,1'-(2-히드록시-1,3-프로판디일)의 반응혼합물[Reaction mixture of 1,1',1''-(1,2,3-propanetriyl) 2-propenoate, 1,1'-[1-(hydroxymethyl)-1,2-ethanediyl] 2-propenoate and 1,1'-(2-hydroxy-1,3-propanediyl) 2-propenoate; 부여되지 않음] 및 이를 25% 이상 함유한 혼합물",#N/A
2019-1-914,"노닐페놀 칼륨 염(1:1)[Nonyl phenol, potassium salt (1:1); 27936-43-2] 및 이를 2.5% 이상 함유한 혼합물",27936-43-2
2019-1-915,"1,1'-(디옥틸스타닐렌) 4,4'-디에틸 2-부텐디오에이트[1,1'-(Dioctylstannylene) 4,4'-diethyl 2-butenedioate; 68109-88-6] 및 이를 10% 이상 함유한 혼합물",68109-88-6
2019-1-916,"N3-[(3,4-디클로로페닐)메틸]-N1,N1-디에틸-1,3-프로판디아민의 염산염 (1:2)[N3-[(3,4-Dichlorophenyl)methyl]-N1,N1-diethyl-1,3-propanediamine, hydrochloride (1:2); 1158533-82-4]및 이를 25% 이상 함유한 혼합물",1158533-82-4
2019-1-917,"3-에틸-2-메틸-2-(3-메틸부틸)-1.3-옥사졸리딘[3-Ethyl-2-methyl-2-(3-methylbutyl)-1,3-oxazolidine; 143860-04-2] 및 이를 0.3% 이상 함유한 혼합물",143860-04-2
2019-1-918,"N'-[3-[(3-아미노프로필)아미노]프로필]-N,N-디알킬(C=16~18)트리메틸렌디아민[N'-[3-[(3-Aminopropyl)amino]propyl]-N,N-dialkyl(C=16∼18)trimethylenediamines; 1623405-26-4] 및 이를 25% 이상 함유한 혼합물",1623405-26-4
2019-1-919,산화 칼슘 몰리브데넘 네오디뮴[Calcium molybdenum neodymium oxide; 1814903-27-9] 및 이를 2.5% 이상 함유한 혼합물,1814903-27-9
2019-1-920,"1-페닐-2,8,9-트리옥사-5-아자-1-실라바이사이클로[3.3.3]언데칸[1-Phenyl-2,8,9-trioxa-5-aza-1-silabicyclo[3.3.3]undecane; 2097-19-0] 및 이를 1% 이상 함유한 혼합물",2097-19-0
2019-1-921,트리사이클로헥실포스핀[Tricyclohexylphosphine; 2622-14-2] 및 이를 25% 이상 함유한 혼합물,2622-14-2
2019-1-922,"3-(5,5,6-트리메틸바이사이클로[2.2.1]헵-2-틸)사이클로헥산올[3-(5,5,6-Trimethylbicyclo[2.2.1]hept-2-yl)cyclohexanol; 3407-42-9] 및 이를 25% 이상 함유한 혼합물",3407-42-9
2019-1-923,"염화 N-(클로로메틸렌)-N-메틸메탄아미늄 (1:1)[N-(Chloromethylene)-N-methylmethanaminium, chloride (1:1); 3724-43-4] 및 이를 0.3% 이상 함유한 혼합물",3724-43-4
2019-1-924,"2,3,6,7-테트라하이드로-9-메틸-1H,5H,11H-[1]벤조피라노[6,7,8-ij]퀴놀리진-11-온[2,3,6,7-Tetrahydro-9-methyl-1H,5H,11H-[1]benzopyrano[6,7,8-ij]quinolizin-11-one; 41267-76-9] 및 이를 25% 이상 함유한 혼합물",41267-76-9
2019-1-925,"헥사카르보닐 (3,3-디메틸-1-부틴)다이코발트[Hexacarbonyl (3,3-dimethyl-1-butyne)dicobalt; 56792-69-9] 및 이를 1% 이상 함유한 혼합물",56792-69-9
2019-1-926,"(Z)-2-부테인이산 1,1'-(디부틸스타닐렌) 4,4'-(디옥타데실)[(2Z)-1,1'-(Dibutylstannylene) 4,4'-dioctadecyl 2-butenedioate; 61813-52-3] 및 이를 25% 이상 함유한 혼합물",61813-52-3
2019-1-927,"α-트리데실-ω-히드록시폴리(옥시-1,2-에탄디일)의 이소옥틸 인산, 칼륨염[α-Tridecyl-ω-hydroxypoly(oxy-1,2-ethanediyl), isooctyl phosphate, potassium salt; 68186-41-4] 및 이를 25% 이상 함유한 혼합물",68186-41-4
2019-1-928,2-부타논 옥심과 디이소시안산이소포론의 중합체[2-Butanone oxime polymer with isophoronediisocyanate; 232938-10-2] 및 이를 25% 이상 함유한 혼합물,232938-10-2
2019-1-929,"디부틸주석 3-메르캅토프로피오네이트[Dibutyltin 3-mercaptopropionate; 2,2-Dibutyldihydro-6H-1,3,2-oxathiastannin-6-one; 78-06-8] 및 이를 1% 이상 함유한 혼합물",78-06-8
2019-1-930,디메틸티옥소주석[Dimethylthioxostannane; 13269-74-4] 및 이를 25% 이상 함유한 혼합물,13269-74-4
